ExpenseID,Date,Month,Year,Month-Year,CategoryID,CategoryName,CategoryType,ItemName,UnitPrice,Quantity,TotalAmount,NationalCPIValue
863,2023-12-30,December,2023,Dec-2023,3,Rent,Essential,Monthly Rent Payment,1631.38,1,1631.38,308.94
864,2025-08-10,August,2025,Aug-2025,3,Rent,Essential,Monthly Rent Payment,1860.66,1,1860.66,324.03
865,2024-05-30,May,2024,May-2024,2,Utilities,Essential,Internet Fiber,111.79,1,111.79,312.77
866,2024-10-06,October,2024,Oct-2024,5,Electronics,Discretionary,Headphones,243.65,1,243.65,316.05
867,2024-06-30,June,2024,Jun-2024,2,Utilities,Essential,Electric Bill,109.5,1,109.5,313.55
868,2024-05-05,May,2024,May-2024,4,Dining Out,Discretionary,Cocktail Bar,32.37,2,64.74,312.14
869,2024-04-23,April,2024,Apr-2024,4,Dining Out,Discretionary,Pizza Night,37.85,5,189.25,311.83
870,2023-02-12,February,2023,Feb-2023,2,Utilities,Essential,Electric Bill,106.44,1,106.44,301.02
871,2026-01-06,January,2026,Jan-2026,3,Rent,Essential,Monthly Rent Payment,1721.45,1,1721.45,327.96
872,2025-04-25,April,2025,Apr-2025,2,Utilities,Essential,Water Bill,109.94,1,109.94,321.23
873,2026-01-30,January,2026,Jan-2026,1,Groceries,Essential,Chicken Breast,6.11,4,24.44,328.6
874,2024-08-04,August,2024,Aug-2024,2,Utilities,Essential,Electric Bill,118.66,1,118.66,314.44
875,2023-08-17,August,2023,Aug-2023,3,Rent,Essential,Monthly Rent Payment,1739.1,1,1739.1,305.59
876,2024-09-05,September,2024,Sep-2024,5,Electronics,Discretionary,Headphones,251.22,1,251.22,315.26
877,2023-12-15,December,2023,Dec-2023,1,Groceries,Essential,Whole Milk,5.63,3,16.89,308.57
878,2025-08-09,August,2025,Aug-2025,1,Groceries,Essential,Eggs 12pk,6.12,4,24.48,324
879,2026-03-29,March,2026,Mar-2026,3,Rent,Essential,Monthly Rent Payment,1785.4,1,1785.4,330.14
880,2025-09-30,September,2025,Sep-2025,1,Groceries,Essential,Avocados,6.69,4,26.76,325.37
881,2024-04-20,April,2024,Apr-2024,4,Dining Out,Discretionary,Coffee Shop,33.15,4,132.6,311.76
882,2023-02-06,February,2023,Feb-2023,2,Utilities,Essential,Internet Fiber,108.44,1,108.44,300.88
883,2024-01-22,January,2024,Jan-2024,2,Utilities,Essential,Electric Bill,125.76,1,125.76,309.52
884,2024-03-23,March,2024,Mar-2024,1,Groceries,Essential,Avocados,5.83,3,17.49,311.05
885,2026-05-13,May,2026,May-2026,5,Electronics,Discretionary,Headphones,222.69,1,222.69,331.35
886,2025-09-18,September,2025,Sep-2025,2,Utilities,Essential,Electric Bill,124.71,1,124.71,325.05
887,2026-03-25,March,2026,Mar-2026,5,Electronics,Discretionary,Smartphone,241.37,1,241.37,330.03
888,2025-05-06,May,2025,May-2025,3,Rent,Essential,Monthly Rent Payment,1805.65,1,1805.65,321.52
889,2024-08-23,August,2024,Aug-2024,3,Rent,Essential,Monthly Rent Payment,1807.12,1,1807.12,314.93
890,2023-09-25,September,2023,Sep-2023,1,Groceries,Essential,Whole Milk,5.65,5,28.25,306.55
891,2023-10-27,October,2023,Oct-2023,1,Groceries,Essential,Whole Milk,5.42,2,10.84,307.35
892,2025-07-19,July,2025,Jul-2025,4,Dining Out,Discretionary,Coffee Shop,43.27,3,129.81,323.45
893,2025-11-04,November,2025,Nov-2025,5,Electronics,Discretionary,Headphones,223.5,1,223.5,326.29
894,2024-06-21,June,2024,Jun-2024,3,Rent,Essential,Monthly Rent Payment,1783.04,1,1783.04,313.32
895,2026-04-12,April,2026,Apr-2026,3,Rent,Essential,Monthly Rent Payment,1753.38,1,1753.38,330.52
896,2024-05-16,May,2024,May-2024,3,Rent,Essential,Monthly Rent Payment,1808.47,1,1808.47,312.41
897,2025-06-17,June,2025,Jun-2025,2,Utilities,Essential,Electric Bill,128.67,1,128.67,322.61
898,2026-01-26,January,2026,Jan-2026,1,Groceries,Essential,Avocados,5.71,4,22.84,328.49
899,2023-11-27,November,2023,Nov-2023,4,Dining Out,Discretionary,Pizza Night,31.29,2,62.58,308.12
900,2023-10-16,October,2023,Oct-2023,1,Groceries,Essential,Avocados,5.56,3,16.68,307.07
901,2024-06-13,June,2024,Jun-2024,3,Rent,Essential,Monthly Rent Payment,1740.5,1,1740.5,313.12
902,2024-10-07,October,2024,Oct-2024,5,Electronics,Discretionary,Gaming Console,264.09,1,264.09,316.08
903,2025-07-02,July,2025,Jul-2025,1,Groceries,Essential,Eggs 12pk,6.29,2,12.58,323.01
904,2024-07-07,July,2024,Jul-2024,3,Rent,Essential,Monthly Rent Payment,1864.31,1,1864.31,313.73
905,2023-08-24,August,2023,Aug-2023,2,Utilities,Essential,Internet Fiber,122.3,1,122.3,305.76
906,2025-04-08,April,2025,Apr-2025,1,Groceries,Essential,Sourdough,6,4,24,320.79
907,2025-07-31,July,2025,Jul-2025,4,Dining Out,Discretionary,Coffee Shop,40.92,2,81.84,323.76
908,2025-04-27,April,2025,Apr-2025,5,Electronics,Discretionary,Smartphone,237.29,1,237.29,321.28
909,2024-06-21,June,2024,Jun-2024,1,Groceries,Essential,Sourdough,5.67,5,28.35,313.32
910,2023-05-04,May,2023,May-2023,1,Groceries,Essential,Eggs 12pk,5.6,4,22.4,303
911,2026-01-27,January,2026,Jan-2026,3,Rent,Essential,Monthly Rent Payment,1679.68,1,1679.68,328.52
912,2026-02-19,February,2026,Feb-2026,2,Utilities,Essential,Internet Fiber,123.02,1,123.02,329.13
913,2025-12-08,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,1667.45,1,1667.45,327.19
914,2025-12-02,December,2025,Dec-2025,4,Dining Out,Discretionary,Pizza Night,39.24,1,39.24,327.03
915,2026-01-27,January,2026,Jan-2026,2,Utilities,Essential,Electric Bill,133.98,1,133.98,328.52
916,2026-03-05,March,2026,Mar-2026,3,Rent,Essential,Monthly Rent Payment,1761.19,1,1761.19,329.5
917,2024-11-27,November,2024,Nov-2024,5,Electronics,Discretionary,Smartphone,245.46,1,245.46,317.38
918,2024-09-29,September,2024,Sep-2024,1,Groceries,Essential,Avocados,5.15,4,20.6,315.87
919,2025-07-30,July,2025,Jul-2025,5,Electronics,Discretionary,Smartphone,260.91,1,260.91,323.74
920,2025-06-28,June,2025,Jun-2025,1,Groceries,Essential,Avocados,5.85,1,5.85,322.9
921,2025-11-03,November,2025,Nov-2025,4,Dining Out,Discretionary,Coffee Shop,37.94,5,189.7,326.26
922,2023-12-15,December,2023,Dec-2023,2,Utilities,Essential,Water Bill,103.28,1,103.28,308.57
923,2023-05-26,May,2023,May-2023,1,Groceries,Essential,Avocados,4.9,3,14.7,303.54
924,2025-11-03,November,2025,Nov-2025,1,Groceries,Essential,Whole Milk,5.73,3,17.19,326.26
925,2026-05-15,May,2026,May-2026,3,Rent,Essential,Monthly Rent Payment,1848.56,1,1848.56,331.4
926,2024-12-18,December,2024,Dec-2024,2,Utilities,Essential,Water Bill,121.98,1,121.98,317.92
927,2024-11-09,November,2024,Nov-2024,5,Electronics,Discretionary,Smartphone,264.4,1,264.4,316.92
928,2024-12-24,December,2024,Dec-2024,1,Groceries,Essential,Sourdough,5.25,5,26.25,318.08
929,2025-08-10,August,2025,Aug-2025,5,Electronics,Discretionary,Smartphone,249.04,1,249.04,324.03
930,2025-01-04,January,2025,Jan-2025,2,Utilities,Essential,Water Bill,116.67,1,116.67,318.36
931,2025-04-21,April,2025,Apr-2025,4,Dining Out,Discretionary,Pizza Night,36.41,3,109.23,321.13
932,2025-04-21,April,2025,Apr-2025,5,Electronics,Discretionary,Gaming Console,222.21,1,222.21,321.13
933,2023-10-30,October,2023,Oct-2023,4,Dining Out,Discretionary,Coffee Shop,35.79,1,35.79,307.42
934,2023-06-12,June,2023,Jun-2023,2,Utilities,Essential,Internet Fiber,113.04,1,113.04,303.96
935,2024-06-14,June,2024,Jun-2024,2,Utilities,Essential,Electric Bill,124.12,1,124.12,313.15
936,2023-08-01,August,2023,Aug-2023,3,Rent,Essential,Monthly Rent Payment,1663.38,1,1663.38,305.19
937,2025-12-26,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,1952.4,1,1952.4,327.67
938,2026-03-20,March,2026,Mar-2026,3,Rent,Essential,Monthly Rent Payment,1793,1,1793,329.9
939,2023-12-29,December,2023,Dec-2023,4,Dining Out,Discretionary,Coffee Shop,31.62,3,94.86,308.92
940,2023-12-05,December,2023,Dec-2023,5,Electronics,Discretionary,Gaming Console,263.1,1,263.1,308.32
941,2026-04-19,April,2026,Apr-2026,4,Dining Out,Discretionary,Cocktail Bar,44.85,5,224.25,330.7
942,2023-03-13,March,2023,Mar-2023,2,Utilities,Essential,Electric Bill,100.86,1,100.86,301.73
943,2025-12-23,December,2025,Dec-2025,4,Dining Out,Discretionary,Sushi Lunch,41.65,1,41.65,327.59
944,2025-04-07,April,2025,Apr-2025,3,Rent,Essential,Monthly Rent Payment,1749.49,1,1749.49,320.77
945,2024-02-03,February,2024,Feb-2024,1,Groceries,Essential,Avocados,5.24,4,20.96,309.82
946,2026-04-11,April,2026,Apr-2026,5,Electronics,Discretionary,Gaming Console,232.56,1,232.56,330.49
947,2025-01-11,January,2025,Jan-2025,4,Dining Out,Discretionary,Cocktail Bar,40.34,1,40.34,318.54
948,2024-08-11,August,2024,Aug-2024,1,Groceries,Essential,Eggs 12pk,6,5,30,314.62
949,2026-05-17,May,2026,May-2026,1,Groceries,Essential,Chicken Breast,6.2,2,12.4,331.45
950,2025-07-23,July,2025,Jul-2025,1,Groceries,Essential,Chicken Breast,6.08,1,6.08,323.55
951,2024-06-22,June,2024,Jun-2024,5,Electronics,Discretionary,Headphones,222.52,1,222.52,313.35
952,2025-11-22,November,2025,Nov-2025,4,Dining Out,Discretionary,Coffee Shop,38.72,3,116.16,326.77
953,2023-05-29,May,2023,May-2023,4,Dining Out,Discretionary,Sushi Lunch,29.52,4,118.08,303.61
954,2023-10-17,October,2023,Oct-2023,5,Electronics,Discretionary,Gaming Console,238.51,1,238.51,307.1
955,2024-05-06,May,2024,May-2024,1,Groceries,Essential,Sourdough,6.07,4,24.28,312.16
956,2024-08-31,August,2024,Aug-2024,3,Rent,Essential,Monthly Rent Payment,1680.23,1,1680.23,315.13
957,2026-01-02,January,2026,Jan-2026,2,Utilities,Essential,Water Bill,118.65,1,118.65,327.85
958,2024-11-04,November,2024,Nov-2024,1,Groceries,Essential,Eggs 12pk,5.52,2,11.04,316.79
959,2023-10-21,October,2023,Oct-2023,4,Dining Out,Discretionary,Sushi Lunch,30.64,3,91.92,307.2
960,2025-06-23,June,2025,Jun-2025,2,Utilities,Essential,Internet Fiber,123.04,1,123.04,322.77
961,2023-07-23,July,2023,Jul-2023,5,Electronics,Discretionary,Smartphone,270.07,1,270.07,304.97
962,2025-05-06,May,2025,May-2025,3,Rent,Essential,Monthly Rent Payment,1694.43,1,1694.43,321.52
963,2024-03-13,March,2024,Mar-2024,4,Dining Out,Discretionary,Sushi Lunch,35.17,3,105.51,310.8
964,2024-10-09,October,2024,Oct-2024,3,Rent,Essential,Monthly Rent Payment,1661.36,1,1661.36,316.13
965,2025-10-25,October,2025,Oct-2025,5,Electronics,Discretionary,Gaming Console,266.17,1,266.17,326.03
966,2025-03-14,March,2025,Mar-2025,2,Utilities,Essential,Internet Fiber,122.19,1,122.19,320.14
967,2024-08-29,August,2024,Aug-2024,2,Utilities,Essential,Electric Bill,118.46,1,118.46,315.08
968,2023-12-31,December,2023,Dec-2023,3,Rent,Essential,Monthly Rent Payment,1575.79,1,1575.79,308.97
969,2025-03-06,March,2025,Mar-2025,1,Groceries,Essential,Eggs 12pk,5.6,2,11.2,319.94
970,2024-11-01,November,2024,Nov-2024,4,Dining Out,Discretionary,Coffee Shop,38.53,4,154.12,316.72
971,2026-03-16,March,2026,Mar-2026,3,Rent,Essential,Monthly Rent Payment,1872.3,1,1872.3,329.79
972,2024-07-23,July,2024,Jul-2024,5,Electronics,Discretionary,Gaming Console,238.74,1,238.74,314.14
973,2024-05-20,May,2024,May-2024,5,Electronics,Discretionary,Smartphone,243.39,1,243.39,312.51
974,2025-02-15,February,2025,Feb-2025,3,Rent,Essential,Monthly Rent Payment,1864.11,1,1864.11,319.44
975,2023-02-17,February,2023,Feb-2023,5,Electronics,Discretionary,Smartphone,246.95,1,246.95,301.14
976,2024-05-30,May,2024,May-2024,3,Rent,Essential,Monthly Rent Payment,1877.88,1,1877.88,312.77
977,2024-01-25,January,2024,Jan-2024,1,Groceries,Essential,Whole Milk,4.94,1,4.94,309.59
978,2023-10-31,October,2023,Oct-2023,3,Rent,Essential,Monthly Rent Payment,1669.8,1,1669.8,307.45
979,2023-02-15,February,2023,Feb-2023,3,Rent,Essential,Monthly Rent Payment,1467.71,1,1467.71,301.09
980,2026-05-26,May,2026,May-2026,2,Utilities,Essential,Internet Fiber,131.21,1,131.21,331.69
981,2025-12-09,December,2025,Dec-2025,2,Utilities,Essential,Water Bill,128.11,1,128.11,327.22
982,2024-07-08,July,2024,Jul-2024,5,Electronics,Discretionary,Smartphone,237.87,1,237.87,313.76
983,2023-01-16,January,2023,Jan-2023,4,Dining Out,Discretionary,Coffee Shop,28.4,1,28.4,300.36
984,2024-07-27,July,2024,Jul-2024,3,Rent,Essential,Monthly Rent Payment,1599.19,1,1599.19,314.24
985,2023-05-04,May,2023,May-2023,3,Rent,Essential,Monthly Rent Payment,1588.99,1,1588.99,303
986,2025-10-29,October,2025,Oct-2025,2,Utilities,Essential,Electric Bill,130.47,1,130.47,326.13
987,2024-06-08,June,2024,Jun-2024,4,Dining Out,Discretionary,Coffee Shop,36.84,3,110.52,313
988,2023-11-11,November,2023,Nov-2023,4,Dining Out,Discretionary,Coffee Shop,30.46,5,152.3,307.72
989,2024-05-22,May,2024,May-2024,4,Dining Out,Discretionary,Pizza Night,32.02,5,160.1,312.57
990,2023-12-12,December,2023,Dec-2023,1,Groceries,Essential,Sourdough,4.88,2,9.76,308.49
991,2024-10-23,October,2024,Oct-2024,3,Rent,Essential,Monthly Rent Payment,1627.03,1,1627.03,316.48
992,2025-11-23,November,2025,Nov-2025,4,Dining Out,Discretionary,Coffee Shop,43.21,4,172.84,326.79
993,2024-04-07,April,2024,Apr-2024,5,Electronics,Discretionary,Gaming Console,238.48,1,238.48,311.43
994,2025-03-01,March,2025,Mar-2025,3,Rent,Essential,Monthly Rent Payment,1738.24,1,1738.24,319.81
995,2023-07-26,July,2023,Jul-2023,1,Groceries,Essential,Sourdough,4.77,4,19.08,305.04
996,2023-08-06,August,2023,Aug-2023,5,Electronics,Discretionary,Gaming Console,270.83,1,270.83,305.31
997,2025-07-03,July,2025,Jul-2025,2,Utilities,Essential,Water Bill,117.88,1,117.88,323.03
998,2025-12-11,December,2025,Dec-2025,1,Groceries,Essential,Eggs 12pk,6.53,2,13.06,327.27
999,2026-01-03,January,2026,Jan-2026,3,Rent,Essential,Monthly Rent Payment,1771.66,1,1771.66,327.88
1000,2026-01-06,January,2026,Jan-2026,2,Utilities,Essential,Electric Bill,128.9,1,128.9,327.96
1001,2026-01-06,January,2026,Jan-2026,3,Rent,Essential,Monthly Rent Payment,1928.94,1,1928.94,327.96
1002,2026-02-23,February,2026,Feb-2026,1,Groceries,Essential,Sourdough,5.8,2,11.6,329.23
1003,2023-03-21,March,2023,Mar-2023,4,Dining Out,Discretionary,Sushi Lunch,28.2,1,28.2,301.92
1004,2025-08-19,August,2025,Aug-2025,2,Utilities,Essential,Electric Bill,111.17,1,111.17,324.26
1005,2026-03-27,March,2026,Mar-2026,5,Electronics,Discretionary,Gaming Console,229.6,1,229.6,330.09
1006,2024-03-26,March,2024,Mar-2024,2,Utilities,Essential,Internet Fiber,120.22,1,120.22,311.13
1007,2025-12-25,December,2025,Dec-2025,2,Utilities,Essential,Internet Fiber,115.53,1,115.53,327.64
1008,2025-07-15,July,2025,Jul-2025,5,Electronics,Discretionary,Gaming Console,243.16,1,243.16,323.35
1009,2025-11-24,November,2025,Nov-2025,5,Electronics,Discretionary,Headphones,262.52,1,262.52,326.82
1010,2023-06-27,June,2023,Jun-2023,4,Dining Out,Discretionary,Coffee Shop,31.55,1,31.55,304.33
1011,2023-04-05,April,2023,Apr-2023,4,Dining Out,Discretionary,Pizza Night,30.69,1,30.69,302.29
1012,2024-07-15,July,2024,Jul-2024,2,Utilities,Essential,Internet Fiber,121.31,1,121.31,313.93
1013,2025-05-27,May,2025,May-2025,5,Electronics,Discretionary,Headphones,231.25,1,231.25,322.07
1014,2023-12-29,December,2023,Dec-2023,2,Utilities,Essential,Electric Bill,104.71,1,104.71,308.92
1015,2023-01-18,January,2023,Jan-2023,5,Electronics,Discretionary,Smartphone,229.29,1,229.29,300.41
1016,2025-01-21,January,2025,Jan-2025,4,Dining Out,Discretionary,Sushi Lunch,36.45,1,36.45,318.8
1017,2025-05-07,May,2025,May-2025,3,Rent,Essential,Monthly Rent Payment,1889.9,1,1889.9,321.54
1018,2025-03-24,March,2025,Mar-2025,4,Dining Out,Discretionary,Cocktail Bar,34.89,5,174.45,320.4
1019,2024-05-22,May,2024,May-2024,2,Utilities,Essential,Internet Fiber,122.45,1,122.45,312.57
1020,2024-08-18,August,2024,Aug-2024,1,Groceries,Essential,Avocados,5.56,4,22.24,314.8
1021,2025-07-23,July,2025,Jul-2025,4,Dining Out,Discretionary,Pizza Night,39.94,4,159.76,323.55
1022,2025-09-24,September,2025,Sep-2025,5,Electronics,Discretionary,Gaming Console,239.49,1,239.49,325.21
1023,2024-02-02,February,2024,Feb-2024,1,Groceries,Essential,Eggs 12pk,5.28,1,5.28,309.79
1024,2023-12-10,December,2023,Dec-2023,4,Dining Out,Discretionary,Pizza Night,32.85,1,32.85,308.44
1025,2026-04-30,April,2026,Apr-2026,1,Groceries,Essential,Avocados,6.54,4,26.16,331
1026,2023-06-07,June,2023,Jun-2023,4,Dining Out,Discretionary,Cocktail Bar,31.16,3,93.48,303.84
1027,2023-01-02,January,2023,Jan-2023,5,Electronics,Discretionary,Headphones,240.71,1,240.71,300.02
1028,2024-07-20,July,2024,Jul-2024,2,Utilities,Essential,Internet Fiber,119.39,1,119.39,314.06
1029,2023-05-14,May,2023,May-2023,5,Electronics,Discretionary,Headphones,234.91,1,234.91,303.25
1030,2023-07-30,July,2023,Jul-2023,2,Utilities,Essential,Electric Bill,104.44,1,104.44,305.14
1031,2025-10-09,October,2025,Oct-2025,5,Electronics,Discretionary,Smartphone,232.64,1,232.64,325.6
1032,2023-06-24,June,2023,Jun-2023,3,Rent,Essential,Monthly Rent Payment,1595.99,1,1595.99,304.25
1033,2025-04-19,April,2025,Apr-2025,4,Dining Out,Discretionary,Sushi Lunch,37.34,2,74.68,321.08
1034,2025-04-16,April,2025,Apr-2025,2,Utilities,Essential,Electric Bill,119.07,1,119.07,321
1035,2024-11-06,November,2024,Nov-2024,5,Electronics,Discretionary,Gaming Console,222.27,1,222.27,316.84
1036,2023-08-07,August,2023,Aug-2023,2,Utilities,Essential,Electric Bill,108.1,1,108.1,305.34
1037,2024-03-06,March,2024,Mar-2024,5,Electronics,Discretionary,Headphones,255.12,1,255.12,310.62
1038,2025-01-08,January,2025,Jan-2025,4,Dining Out,Discretionary,Pizza Night,35.28,5,176.4,318.46
1039,2025-06-22,June,2025,Jun-2025,1,Groceries,Essential,Chicken Breast,5.45,1,5.45,322.74
1040,2025-12-30,December,2025,Dec-2025,4,Dining Out,Discretionary,Sushi Lunch,39.66,2,79.32,327.77
1041,2024-10-18,October,2024,Oct-2024,4,Dining Out,Discretionary,Coffee Shop,40.15,2,80.3,316.36
1042,2024-11-05,November,2024,Nov-2024,2,Utilities,Essential,Water Bill,113.58,1,113.58,316.82
1043,2025-06-25,June,2025,Jun-2025,5,Electronics,Discretionary,Smartphone,245.06,1,245.06,322.82
1044,2025-12-04,December,2025,Dec-2025,5,Electronics,Discretionary,Headphones,249.3,1,249.3,327.08
1045,2024-11-25,November,2024,Nov-2024,3,Rent,Essential,Monthly Rent Payment,1925.58,1,1925.58,317.33
1046,2026-03-11,March,2026,Mar-2026,3,Rent,Essential,Monthly Rent Payment,1978.76,1,1978.76,329.66
1047,2024-06-09,June,2024,Jun-2024,1,Groceries,Essential,Whole Milk,5.63,1,5.63,313.02
1048,2023-10-08,October,2023,Oct-2023,3,Rent,Essential,Monthly Rent Payment,1641.83,1,1641.83,306.88
1049,2024-01-08,January,2024,Jan-2024,5,Electronics,Discretionary,Headphones,241.08,1,241.08,309.17
1050,2023-04-29,April,2023,Apr-2023,1,Groceries,Essential,Whole Milk,5.07,1,5.07,302.88
1051,2025-01-13,January,2025,Jan-2025,3,Rent,Essential,Monthly Rent Payment,1840.15,1,1840.15,318.59
1052,2023-05-04,May,2023,May-2023,2,Utilities,Essential,Internet Fiber,119.15,1,119.15,303
1053,2025-06-17,June,2025,Jun-2025,4,Dining Out,Discretionary,Sushi Lunch,36.48,2,72.96,322.61
1054,2026-04-11,April,2026,Apr-2026,1,Groceries,Essential,Chicken Breast,5.97,2,11.94,330.49
1055,2024-12-30,December,2024,Dec-2024,5,Electronics,Discretionary,Gaming Console,241.73,1,241.73,318.23
1056,2023-07-05,July,2023,Jul-2023,5,Electronics,Discretionary,Headphones,235.28,1,235.28,304.53
1057,2023-03-16,March,2023,Mar-2023,5,Electronics,Discretionary,Gaming Console,249.11,1,249.11,301.8
1058,2026-02-20,February,2026,Feb-2026,1,Groceries,Essential,Eggs 12pk,5.81,4,23.24,329.15
1059,2025-09-29,September,2025,Sep-2025,4,Dining Out,Discretionary,Coffee Shop,37.32,3,111.96,325.34
1060,2024-11-15,November,2024,Nov-2024,3,Rent,Essential,Monthly Rent Payment,1842.84,1,1842.84,317.07
1061,2024-03-19,March,2024,Mar-2024,2,Utilities,Essential,Water Bill,118.9,1,118.9,310.95
1062,2026-01-16,January,2026,Jan-2026,1,Groceries,Essential,Avocados,6.39,1,6.39,328.22
1063,2023-02-23,February,2023,Feb-2023,1,Groceries,Essential,Whole Milk,5.09,2,10.18,301.29
1064,2023-11-15,November,2023,Nov-2023,4,Dining Out,Discretionary,Coffee Shop,32.73,5,163.65,307.82
1065,2024-11-15,November,2024,Nov-2024,1,Groceries,Essential,Avocados,6.21,2,12.42,317.07
1066,2026-01-30,January,2026,Jan-2026,5,Electronics,Discretionary,Smartphone,227.56,1,227.56,328.6
1067,2025-11-23,November,2025,Nov-2025,1,Groceries,Essential,Eggs 12pk,6.07,4,24.28,326.79
1068,2025-07-08,July,2025,Jul-2025,5,Electronics,Discretionary,Headphones,254.16,1,254.16,323.16
1069,2025-03-26,March,2025,Mar-2025,1,Groceries,Essential,Whole Milk,6.25,5,31.25,320.45
1070,2024-03-25,March,2024,Mar-2024,5,Electronics,Discretionary,Smartphone,259.11,1,259.11,311.1
1071,2023-01-20,January,2023,Jan-2023,5,Electronics,Discretionary,Gaming Console,228.28,1,228.28,300.46
1072,2024-11-21,November,2024,Nov-2024,5,Electronics,Discretionary,Headphones,225.93,1,225.93,317.23
1073,2025-12-01,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,1754.88,1,1754.88,327
1074,2025-11-29,November,2025,Nov-2025,5,Electronics,Discretionary,Headphones,266.15,1,266.15,326.95
1075,2025-01-05,January,2025,Jan-2025,1,Groceries,Essential,Sourdough,5.7,3,17.1,318.39
1076,2024-06-23,June,2024,Jun-2024,2,Utilities,Essential,Water Bill,115.14,1,115.14,313.38
1077,2025-11-05,November,2025,Nov-2025,2,Utilities,Essential,Internet Fiber,133.19,1,133.19,326.32
1078,2025-01-31,January,2025,Jan-2025,2,Utilities,Essential,Water Bill,130.03,1,130.03,319.06
1079,2025-09-28,September,2025,Sep-2025,4,Dining Out,Discretionary,Pizza Night,37.74,3,113.22,325.31
1080,2025-12-22,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,2030.94,1,2030.94,327.56
1081,2025-07-08,July,2025,Jul-2025,4,Dining Out,Discretionary,Coffee Shop,41.11,1,41.11,323.16
1082,2025-04-24,April,2025,Apr-2025,3,Rent,Essential,Monthly Rent Payment,1830.86,1,1830.86,321.21
1083,2024-09-28,September,2024,Sep-2024,2,Utilities,Essential,Internet Fiber,127.89,1,127.89,315.85
1084,2023-09-14,September,2023,Sep-2023,5,Electronics,Discretionary,Smartphone,258.96,1,258.96,306.28
1085,2023-06-19,June,2023,Jun-2023,1,Groceries,Essential,Whole Milk,4.83,1,4.83,304.13
1086,2025-11-28,November,2025,Nov-2025,1,Groceries,Essential,Whole Milk,6.45,2,12.9,326.92
1087,2023-12-10,December,2023,Dec-2023,3,Rent,Essential,Monthly Rent Payment,1606.79,1,1606.79,308.44
1088,2025-05-05,May,2025,May-2025,1,Groceries,Essential,Sourdough,6.37,5,31.85,321.49
1089,2023-11-04,November,2023,Nov-2023,2,Utilities,Essential,Water Bill,107.27,1,107.27,307.55
1090,2024-01-15,January,2024,Jan-2024,5,Electronics,Discretionary,Smartphone,257.6,1,257.6,309.34
1091,2023-03-16,March,2023,Mar-2023,2,Utilities,Essential,Electric Bill,115.03,1,115.03,301.8
1092,2025-02-18,February,2025,Feb-2025,3,Rent,Essential,Monthly Rent Payment,1632.77,1,1632.77,319.52
1093,2025-08-11,August,2025,Aug-2025,3,Rent,Essential,Monthly Rent Payment,1708.52,1,1708.52,324.05
1094,2025-12-07,December,2025,Dec-2025,3,Rent,Essential,Monthly Rent Payment,1849.86,1,1849.86,327.16
1095,2025-07-11,July,2025,Jul-2025,3,Rent,Essential,Monthly Rent Payment,1937.27,1,1937.27,323.24
1096,2024-03-02,March,2024,Mar-2024,3,Rent,Essential,Monthly Rent Payment,1827.51,1,1827.51,310.52
1097,2024-01-29,January,2024,Jan-2024,5,Electronics,Discretionary,Headphones,237.91,1,237.91,309.69
1098,2024-09-14,September,2024,Sep-2024,3,Rent,Essential,Monthly Rent Payment,1566.8,1,1566.8,315.49
1099,2025-07-28,July,2025,Jul-2025,4,Dining Out,Discretionary,Cocktail Bar,37.74,3,113.22,323.69
1100,2026-04-10,April,2026,Apr-2026,3,Rent,Essential,Monthly Rent Payment,1830.87,1,1830.87,330.46
1101,2024-10-29,October,2024,Oct-2024,3,Rent,Essential,Monthly Rent Payment,1887.46,1,1887.46,316.64
1102,2025-06-25,June,2025,Jun-2025,1,Groceries,Essential,Eggs 12pk,5.76,2,11.52,322.82
1103,2023-06-20,June,2023,Jun-2023,3,Rent,Essential,Monthly Rent Payment,1624.15,1,1624.15,304.16
1104,2025-01-25,January,2025,Jan-2025,3,Rent,Essential,Monthly Rent Payment,1828.2,1,1828.2,318.9
1105,2025-07-27,July,2025,Jul-2025,1,Groceries,Essential,Avocados,6.41,1,6.41,323.66
1106,2024-04-14,April,2024,Apr-2024,3,Rent,Essential,Monthly Rent Payment,1590.95,1,1590.95,311.61
1107,2026-02-14,February,2026,Feb-2026,2,Utilities,Essential,Electric Bill,122.94,1,122.94,328.99
1108,2023-01-18,January,2023,Jan-2023,2,Utilities,Essential,Water Bill,107.41,1,107.41,300.41
1109,2025-10-15,October,2025,Oct-2025,2,Utilities,Essential,Internet Fiber,118.4,1,118.4,325.76
1110,2024-11-28,November,2024,Nov-2024,4,Dining Out,Discretionary,Pizza Night,36.76,5,183.8,317.41
1111,2026-05-10,May,2026,May-2026,2,Utilities,Essential,Internet Fiber,126.59,1,126.59,331.27
1112,2023-05-31,May,2023,May-2023,4,Dining Out,Discretionary,Coffee Shop,30.01,4,120.04,303.66
1113,2026-01-01,January,2026,Jan-2026,1,Groceries,Essential,Whole Milk,6.35,1,6.35,327.82
1114,2024-04-13,April,2024,Apr-2024,5,Electronics,Discretionary,Smartphone,245.56,1,245.56,311.58
